0.059	0.191
0.061	0.192
0.063	0.193
0.064	0.193
0.066	0.194
0.067	0.195
0.069	0.195
0.071	0.196
0.072	0.196
0.074	0.197
0.076	0.197
0.078	0.197
0.079	0.198
0.081	0.198
0.083	0.198
0.084	0.199
0.086	0.199
0.088	0.199
0.090	0.199
0.091	0.200
0.093	0.200
0.095	0.200
0.097	0.200
0.098	0.200
